event_abbreviation,event_definition,coding_system,code_issue_dot,code_name,concept,concept_name,tags,system,type,code,conception_categories
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,665.93,Unspecified obstetrical trauma- antepartum condition or complication,C0157389,Unspecified obstetrical trauma- antepartum,narrow,P,PrA,665.93,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,669.2,Maternal hypotension syndrome,C0341966,Maternal hypotension syndrome,narrow,P,PrA,669.2,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,669.20,Maternal hypotension syndrome- unspecified as to episode of care or not applicable,C0157456,Maternal hypotension syndrome- unspecified as to episode of care or not applicable,narrow,P,PrA,669.20,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,669.23,Maternal hypotension syndrome- antepartum condition or complication,,,narrow,P,PrA,669.23,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,669.4,Other complications of obstetrical surgery and procedures,C0157465,Other complications of obstetric surgery and procedures,narrow,P,PrA,669.4,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,669.40,Other complications of obstetrical surgery and procedures- unspecified as to episode of care or not applicable,C0157466,Other complications of obstetrical surgery and procedures- unspecified as to episode of care or not applicable,narrow,P,PrA,669.40,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,669.43,Other complications of obstetrical surgery and procedures- antepartum condition or complication,C0375475,Other complications of obstetrical surgery and procedures- antepartum condition or complication,narrow,P,PrA,669.43,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,671.03,Varicose veins of legs complicating pregnancy and the puerperium- antepartum condition or complication,C0157498,Varicose veins of legs in pregnancy,narrow,P,PrA,671.03,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,671.23,Superficial thrombophlebitis complicating pregnancy and the puerperium- antepartum condition or complication,C0342054,Superficial thrombophlebitis in pregnancy,narrow,P,PrA,671.23,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,671.3,Deep phlebothrombosis- antepartum,C0342044,Antepartum deep vein thrombosis,narrow,P,PrA,671.3,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,671.30,Deep phlebothrombosis- antepartum- unspecified as to episode of care or not applicable,C0342044,Antepartum deep vein thrombosis,narrow,P,PrA,671.30,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,671.33,Deep phlebothrombosis- antepartum- antepartum condition or complication,C0342044,Antepartum deep vein thrombosis,narrow,P,PrA,671.33,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,671.8,Other venous complications in pregnancy and the puerperium,C0157524,Venous complications in pregnancy and the puerperium- other,narrow,P,PrA,671.8,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,671.80,Other venous complications of pregnancy and the puerperium- unspecified as to episode of care or not applicable,C0157525,Other venous complications of pregnancy and the puerperium- unspecified as to episode of care or not applicable,narrow,P,PrA,671.80,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,671.83,Other venous complications of pregnancy and the puerperium- antepartum condition or complication,C0477814,Other venous complications in pregnancy,narrow,P,PrA,671.83,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,671.93,Unspecified venous complication of pregnancy and the puerperium- antepartum condition or complication,C0495184,Venous complication in pregnancy- unspecified,narrow,P,PrA,671.93,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,673.8,Other obstetrical pulmonary embolism,C0157564,Other obstetrical pulmonary embolism,narrow,P,PrA,673.8,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,673.80,Other obstetrical pulmonary embolism- unspecified as to episode of care or not applicable,C0157565,Other obstetrical pulmonary embolism- unspecified as to episode of care or not applicable,narrow,P,PrA,673.80,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,673.83,Other obstetrical pulmonary embolism- antepartum condition or complication,,,narrow,P,PrA,673.83,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,674.03,Cerebrovascular disorders in the puerperium- antepartum condition or complication,C0157575,Cerebrovascular disorders- antepartum,narrow,P,PrA,674.03,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,674.4,Placental polyp,C0152437,Placental polyp,narrow,P,PrA,674.4,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,674.40,Placental polyp- unspecified as to episode of care or not applicable,C0157589,Placental polyp- unspecified as to episode of care or not applicable,narrow,P,PrA,674.40,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,675.13,Abscess of breast associated with childbirth- antepartum condition or complication,C0741646,Abscess of breast- antepartum,narrow,P,PrA,675.13,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,675.23,Nonpurulent mastitis associated with childbirth- antepartum condition or complication,C1112795,Non-purulent mastitis- antepartum,narrow,P,PrA,675.23,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,678,Other fetal conditions,C2349601,Other fetal conditions,narrow,P,PrA,678,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,678.0,Fetal hematologic conditions,C2349594,fetal hematologic condition,narrow,P,PrA,678.0,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,678.00,Fetal hematologic conditions- unspecified as to episode of care or not applicable,C2349591,Fetal hematologic conditions- unspecified as to episode of care or not applicable,narrow,P,PrA,678.00,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,678.03,Fetal hematologic conditions- antepartum condition or complication,C2349593,Fetal hematologic conditions- antepartum condition or complication,narrow,P,PrA,678.03,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,678.1,Fetal conjoined twins,,,narrow,P,PrA,678.1,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,678.1,Fetal conjoined twins- unspecified as to episode of care or not applicable,,,narrow,P,PrA,678.1,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,678.13,Fetal conjoined twins- antepartum condition or complication,,,narrow,P,PrA,678.13,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,679,Complications of in utero procedures,C2349615,complication of in utero procedure,narrow,P,PrA,679,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,679.0,Maternal complications from in utero procedure,C2349607,Maternal complications from in utero procedure,narrow,P,PrA,679.0,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,679.00,Maternal complications from in utero procedure- unspecified as to episode of care or not applicable,C2349602,Maternal complications from in utero procedure- unspecified as to episode of care or not applicable,narrow,P,PrA,679.00,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,679.03,Maternal complications from in utero procedure- antepartum condition or complication,C2349605,Maternal complications from in utero procedure- antepartum condition or complication,narrow,P,PrA,679.03,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,679.1,Fetal complications from in utero procedure,C2349613,Fetal complications from in utero procedure,narrow,P,PrA,679.1,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,679.10,Fetal complications from in utero procedure- unspecified as to episode of care or not applicable,C2349608,Fetal complications from in utero procedure- unspecified as to episode of care or not applicable,narrow,P,PrA,679.10,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,679.13,Fetal complications from in utero procedure- antepartum condition or complication,C2349611,Fetal complications from in utero procedure- antepartum condition or complication,narrow,P,PrA,679.13,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICPC2P,W84016,Hydramnios,C0020224,Polyhydramnios,narrow,P,PrA,W84016,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICPC2P,W84017,Primigravida-elderly,C0157187,Elderly primigravida,narrow,P,PrA,W84017,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,657,Hydramnios,C0020224,Polyhydramnios,narrow,P,PrA,657,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,658.00,Oligohydramnios- unspecified as to episode of care,C0157141,Oligohydramnios- unspecified as to episode of care,narrow,P,PrA,658.00,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,658.03,Oligohydramnios- antepartum,C0157143,Oligohydramnios- antepartum,narrow,P,PrA,658.03,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,658.4,Amnionitis,C0002631,Infection of amniotic cavity,narrow,P,PrA,658.4,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,658.40,Infection of amniotic cavity- unspecified as to episode of care,C0002631,Infection of amniotic cavity,narrow,P,PrA,658.40,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,658.43,Infection of amniotic cavity- antepartum,C0157158,Infection of amniotic cavity- antepartum,narrow,P,PrA,658.43,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,658.8,Amnion nodosum,C0269802,Amnion nodosum,narrow,P,PrA,658.8,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,658.80,Other problems associated with amniotic cavity and membranes- unspecified as to episode of care,C0157159,Other problems associated with amniotic cavity and membranes- unspecified as to episode of care or not applicable,narrow,P,PrA,658.80,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,658.90,Unspecified problem associated with amniotic cavity and membranes- unspecified as to episode of care,C0405037,Amniotic cavity and membrane problem,narrow,P,PrA,658.90,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,658.93,Unspecified problem associated with amniotic cavity and membranes- antepartum,C0157165,Unspecified problem associated with amniotic cavity and membranes- antepartum condition or complication,narrow,P,PrA,658.93,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,659.23,Unspecified type maternal pyrexia- antepartum,C0157178,Unspecified type maternal pyrexia- antepartum,narrow,P,PrA,659.23,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,659.4,Grand multiparity with current pregnancy,C0157183,Grand multiparity- with current pregnancy,narrow,P,PrA,659.4,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,659.40,Grand multiparity with current pregnancy- unspecified as to episode of care,C0157184,Grand multiparity- unspecified as to episode of care or not applicable,narrow,P,PrA,659.40,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,659.43,Grand multiparity with current pregnancy- antepartum,C0157186,Grand multiparity- antepartum condition or complication,narrow,P,PrA,659.43,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,659.5,First pregnancy in a woman who will be 35 years of age or older at expected date of delivery,C0157187,Elderly primigravida,narrow,P,PrA,659.5,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,659.6,Second or more pregnancy in a woman who will be 35 years of age or older at expected date of delivery,C0866392,Second or more pregnancy in a woman who will be 35 years of age or older at expected date of delivery,narrow,P,PrA,659.6,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,659.7,Fetal tachycardia,C0410918,Fetal tachycardia,narrow,P,PrA,659.7,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,659.70,Abnormality in fetal heart rate or rhythm- unspecified as to episode of care,C0695246,Abnormality in fetal heart rate or rhythm- unspecified as to episode of care or not applicable,narrow,P,PrA,659.70,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,659.73,Abnormality in fetal heart rate or rhythm- antepartum,C0695248,Abnormality in fetal heart rate or rhythm- antepartum condition or complication,narrow,P,PrA,659.73,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,660.33,Deep transverse arrest and persistent occipitoposterior position- antepartum,C0157214,Deep transverse arrest and persistent occipitoposterior position- antepartum condition or complication,narrow,P,PrA,660.33,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,660.43,Shoulder dystocia- antepartum,C0157218,Shoulder (girdle) dystocia- antepartum,narrow,P,PrA,660.43,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,660.53,Locked twins- antepartum,C0157222,Locked twins- antepartum,narrow,P,PrA,660.53,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,665.83,Other specified obstetrical trauma- antepartum,C0157383,Other specified obstetrical trauma- antepartum condition or complication,narrow,P,PrA,665.83,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,665.93,Unspecified obstetrical trauma- antepartum,C0157389,Unspecified obstetrical trauma- antepartum,narrow,P,PrA,665.93,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,669.20,Maternal hypotension syndrome complicating labor and delivery- unspecified as to episode of care,C0157456,Maternal hypotension syndrome- unspecified as to episode of care or not applicable,narrow,P,PrA,669.20,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,669.40,Other complications of obstetrical surgery and procedures- unspecified as to episode of care,C0157466,Other complications of obstetrical surgery and procedures- unspecified as to episode of care or not applicable,narrow,P,PrA,669.40,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,671.03,Antepartum varicose veins of legs,C0157498,Varicose veins of legs in pregnancy,narrow,P,PrA,671.03,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,671.23,Superficial thrombophlebitis- antepartum,C0342054,Superficial thrombophlebitis in pregnancy,narrow,P,PrA,671.23,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,671.3,Deep-vein thrombosis- antepartum,C0342044,Antepartum deep vein thrombosis,narrow,P,PrA,671.3,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,671.30,Deep phlebothrombosis- antepartum- unspecified as to episode of care,C0342044,Antepartum deep vein thrombosis,narrow,P,PrA,671.30,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,671.33,Deep phlebothrombosis- antepartum,C0342044,Antepartum deep vein thrombosis,narrow,P,PrA,671.33,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,671.80,Other venous complications of pregnancy and the puerperium- unspecified as to episode of care,C0157525,Other venous complications of pregnancy and the puerperium- unspecified as to episode of care or not applicable,narrow,P,PrA,671.80,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,671.83,Other venous complications- antepartum,C0477814,Other venous complications in pregnancy,narrow,P,PrA,671.83,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,671.93,Unspecified venous complication- antepartum,C0495184,Venous complication in pregnancy- unspecified,narrow,P,PrA,671.93,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,673.8,Obstetrical pulmonary fat embolism,C0269960,Obstetrical pulmonary fat embolism,narrow,P,PrA,673.8,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,673.80,Other obstetrical pulmonary embolism- unspecified as to episode of care,C0157565,Other obstetrical pulmonary embolism- unspecified as to episode of care or not applicable,narrow,P,PrA,673.80,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,674.03,Cerebrovascular disorders- antepartum,C0157575,Cerebrovascular disorders- antepartum,narrow,P,PrA,674.03,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,674.40,Placental polyp- unspecified as to episode of care,C0157589,Placental polyp- unspecified as to episode of care or not applicable,narrow,P,PrA,674.40,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,675.13,Abscess of breast- antepartum,C0741646,Abscess of breast- antepartum,narrow,P,PrA,675.13,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,675.23,Nonpurulent mastitis- antepartum,C1112795,Non-purulent mastitis- antepartum,narrow,P,PrA,675.23,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,679.1,Fetal complications from amniocentesis,C2349614,Fetal complications from amniocentesis,narrow,P,PrA,679.1,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,762.7,Amnionitis,C0008495,Chorioamnionitis,narrow,P,PrA,762.7,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,RCD2,L263.,Fetal distress-affecting care,C0410918,Fetal tachycardia,narrow,P,PrA,L263.,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,RCD2,L270.,Polyhydramnios,C0020224,Polyhydramnios,narrow,P,PrA,L270.,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,RCD2,L2700,Polyhydramnios unspecified,C0020224,Polyhydramnios,narrow,P,PrA,L2700,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,RCD2,L270z,Polyhydramnios NOS,C0020224,Polyhydramnios,narrow,P,PrA,L270z,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,RCD2,L280.,Oligohydramnios,C0079924,Oligohydramnios,narrow,P,PrA,L280.,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,RCD2,L2800,Oligohydramnios unspecified,C0079924,Oligohydramnios,narrow,P,PrA,L2800,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,RCD2,L280z,Oligohydramnios NOS,C0079924,Oligohydramnios,narrow,P,PrA,L280z,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,RCD2,L2840,Amniotic cavity infectn.unspec,C0002631,Infection of amniotic cavity,narrow,P,PrA,L2840,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,RCD2,L284z,Amniotic cavity infection NOS,C0002631,Infection of amniotic cavity,narrow,P,PrA,L284z,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,RCD2,L28y.,Other amniotic problems,C0269802,Amnion nodosum,narrow,P,PrA,L28y.,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,RCD2,L28z.,Amniotic problems NOS,C0405037,Amniotic cavity and membrane problem,narrow,P,PrA,L28z.,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,RCD2,L28z0,Amniotic problem NOS unspec.,C0405037,Amniotic cavity and membrane problem,narrow,P,PrA,L28z0,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,RCD2,L28zz,Amniotic problems NOS,C0405037,Amniotic cavity and membrane problem,narrow,P,PrA,L28zz,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,RCD2,L295.,Elderly primigravida,C0157187,Elderly primigravida,narrow,P,PrA,L295.,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,RCD2,L2950,Elderly primigravida unspecif.,C0157187,Elderly primigravida,narrow,P,PrA,L2950,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,RCD2,L295z,Elderly primigravida NOS,C0157187,Elderly primigravida,narrow,P,PrA,L295z,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,RCD2,L392.,Maternal hypotension syndrome,C0341966,Maternal hypotension syndrome,narrow,P,PrA,L392.,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,RCD2,L3920,Maternal hypotension synd.unsp,C0341966,Maternal hypotension syndrome,narrow,P,PrA,L3920,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,RCD2,L392z,Maternal hypotension syndr.NOS,C0341966,Maternal hypotension syndrome,narrow,P,PrA,L392z,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,RCD2,L413.,Antenatal deep vein thrombosis,C0342044,Antepartum deep vein thrombosis,narrow,P,PrA,L413.,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,RCD2,L4130,Antenatal DVT unspecified,C0342044,Antepartum deep vein thrombosis,narrow,P,PrA,L4130,ongoing_pregnancy
